Case Name,Status,Progress,Summary,State,Bill Information Link,Last Activity Date,Representatives to Contact,Sponsors,Category,Yea Votes,Nay Votes
WY HB0072,Passed,Passed,"This bill requires that all multi-occupancy restrooms, sleeping quarters, and changing rooms within schools and correctional facilities must be designated for use only by members of one sex. The bill defines sex as either ""male"" or ""female"" as observed or clinically verified at birth. ""Males"" are defined as those with the reproductive capacity to produce sperm, and ""females"" as those with the reproductive capacity to produce an egg. Exceptions are made for emergency assistance, immediate family members, and custodial purposes. An individual who encounters a member of the opposite sex within such restroom, sleeping area, or changing room has a cause of action against the school or correctional facility. If passed, this bill would go into effect on July 1, 2025.",Wyoming,https://legiscan.com/WY/bill/HB0072/2025,3/3/2025,,"Ocean Andrew, Abby Angelos, Laurie Bratten, Jeremy Haroldson, Scott Heiner, J.T. Larson, Martha Lawley, Chip Neiman, Art Washut, J.D. Williams, Cody Wylie, Evie Brennan, Barry Crago, Stacy Jones, Jared Olsen",Bathrooms,,
WY HB0164,Passed,Passed,"This bill prohibits off-label prescriptions for substances intended to transition a minor's ""biological sex."" ""Biological sex"" is defined as ""the sex organs, chromosomes and
endogenous profiles of the minor."" It also prohibits off-label prescriptions for Schedule I and II drugs under Wyoming law, and those intended to induce abortion. This act becomes effective July 1, 2025.",Wyoming,https://legiscan.com/WY/bill/HB0164/2025,3/19/2025,,"Bill Allemand, Joel Guggenmos, Jeremy Haroldson, Jayme Lien, Chip Neiman, Pepper Ottman, Ken Pendergraft, Tomi Strock, Lynn Hutchings, Robert Ide",Health Care,,
WY SF0009,Passed,Passed,"This bill establishes a “parents’ bill of rights” that guarantees parents the right to notification of information to direct and make decisions regarding their child’s education, upbringing, religious training, and healthcare. The bill prevents school districts from prohibiting the parent's right to be involved in their child's education and health.  Parents must have access to all educational and health records maintained by the school that pertain to their child and be able to remove their child from health care services at will, A well being questionnaire will be provided to parents before being given to the student. The bill outlines a process for parent reports and complaints, including hearings, before school board trustees. However, school districts may withhold information ""if a reasonably prudent person would believe that disclosure would result in abuse.""",Wyoming,https://legiscan.com/WY/bill/SF0009/2024,3/5/2024,,,Educational Censorship,"Charles Scott, Cale Case, Dan Zwonitzer, Steve Harshman, Donald Burkhart Jr, Larry Hicks, Ogden Driskill, John Eklund, David Zwonitzer, Eric Barlow, Lynn Hutchings, Lloyd Larsen, Albert Sommers, Tom Walters, David Northrup, Jim Anderson, Dan Laursen, Mark Jennings, Stephan Pappas, Cheri Steinmetz, Fred Baldwin, Brian Boner, Bo Biteman, Tim Salazar, Affie Ellis, Jared Olsen, Mike Gierau, Tara Nethercott, Anthony Bouchard, Dan Furphy, Jerry Obermueller, Landon Brown, Clark Stith, Cyrus Western, Wendy Schuler, John Winter, Sandy Newsome, Clarence Styvar, Art Washut, Chip Neiman, Jeremy Haroldson, Pepper Ottman, Rachel Rodriguez-Williams, Scott Heiner, John Kolb, John Bear, Tim French, Ed Cooper, Ember Oakley, Ocean Andrew, Barry Crago, Christopher Knapp, Kevin O'Hearn, Evie Brennan, Ryan Berger, Jon Conrad, Tony Niemiec, Ken Pendergraft, Bill Allemand, Abby Angelos, Ben Hornok, Tony Locke, Sarah Penn, Allen Slagle, Scott Smith, Tomi Strock, Jeanette Ward, Lane Allred, Martha Lawley, Daniel Singh, Tamara Trujillo, Cody Wylie, Robert Ide, Robert Davis, Andrew Byron, Ken Clouston, Reuben Tarver, Forrest Chadwick, J.T. Larson, Stacy Jones, Dalton Banks","Bob Nicholas, Chris Rothfuss, Bill Henderson, Mike Yin, Karlee Provenza, Trey Sherwood, Ken Chestek, Liz Storer"
WY SF0099,Passed,Passed,"This bill mandates that no health care professional shall be allowed to provide, prescribe, or dispense treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill specifically allows an exception for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action and possible lawsuits. The bill includes not only prescribers but pharmacists who fill prescriptions for transition related medications for minors.",Wyoming,https://legiscan.com/WY/bill/SF0099/2024,3/22/2024,,"Ocean Andrew, Robert Davis, Scott Heiner, Ben Hornok, Mark Jennings, Christopher Knapp, Tony Locke, Tony Niemiec, Pepper Ottman, Ken Pendergraft, Sarah Penn, Rachel Rodriguez-Williams, Allen Slagle, Tomi Strock, Clarence Styvar, Tamara Trujillo, John Winter, Bo Biteman, Brian Boner, Anthony Bouchard, Evie Brennan, Dan Dockstader, Tim French, Larry Hicks, Lynn Hutchings, Robert Ide, Dave Kinskey, John Kolb, Dan Laursen, Troy McKeown, Cheri Steinmetz, Chip Neiman, Tim Salazar",Health Care,"Bill Landen, Charles Scott, Dan Dockstader, Dan Zwonitzer, Bob Nicholas, Steve Harshman, Donald Burkhart Jr, Larry Hicks, Ogden Driskill, John Eklund, David Zwonitzer, Eric Barlow, Lynn Hutchings, Tom Walters, David Northrup, Jim Anderson, Dave Kinskey, Dan Laursen, Mark Jennings, Stephan Pappas, Cheri Steinmetz, Fred Baldwin, Brian Boner, Bo Biteman, Bill Henderson, Tim Salazar, Jared Olsen, Mike Gierau, Tara Nethercott, Anthony Bouchard, Dan Furphy, Jerry Obermueller, Landon Brown, Clark Stith, Cyrus Western, Wendy Schuler, John Winter, Sandy Newsome, Clarence Styvar, Art Washut, Chip Neiman, Jeremy Haroldson, Pepper Ottman, Rachel Rodriguez-Williams, Scott Heiner, John Kolb, John Bear, Tim French, Ed Cooper, Troy McKeown, Ember Oakley, Ocean Andrew, Barry Crago, Christopher Knapp, Kevin O'Hearn, Evie Brennan, Ryan Berger, Jon Conrad, Tony Niemiec, Ken Pendergraft, Bill Allemand, Abby Angelos, Ben Hornok, Tony Locke, Sarah Penn, Allen Slagle, Scott Smith, Tomi Strock, Jeanette Ward, Lane Allred, Martha Lawley, Daniel Singh, Tamara Trujillo, Cody Wylie, Robert Ide, Robert Davis, Andrew Byron, Ken Clouston, Reuben Tarver, Forrest Chadwick, J.T. Larson, Stacy Jones, Dalton Banks","Cale Case, Chris Rothfuss, Lloyd Larsen, Mike Yin, Karlee Provenza, Trey Sherwood, Ken Chestek, Liz Storer"
WY SF0133,Passed,Passed," This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans students whose ""biological sex"" is male from participating in sports teams designated for females, women, or girls. According to this bill, “biological sex” is to be defined by genitalia and genetics as determined at birth aka unchanged birth certificate The requirements in this bill apply to public schools and private schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. 

""This bill directs public and private schools to classify all of their sports, for grades seven through twelve, as being for """"the male sex”, """"the female sex”, or """"coed or mixed”. It bans students whose """"sex"""" is male from participating in sports teams designated for females, women, or girls. According to this bill, “sex” is to be defined by an individual's genetics and anatomy at birth. This bill establishes an appointed commission to determine whether a student is permitted to participate in a gender-designated interschoalstic activity that does not correspond with their sex designation on their birth certificate.

Additionally, this bill creates a School Activity Eligibility Commission,"""" with members appointed by the Governor, to review trans students who want to participate in interscholastic competitions. This Commission is made up of a current or former athletic director or coach; a mental health professional; the parent of a current student; and two members at large. This Commission will approve students playing """"in a gender-designated interscholastic activity that does not correspond with the sex designation on the student's birth certificate."""" Athletic associations are required to report students whose sex on their birth certificate does not correspond with the gendered team they wish to play with. The committee is charged with assessing whether the transgender student would be """"a substantial safety risk to the student or others"""" or """"give the student a material competitive advantage when compared to students of the same age.""""""",Wyoming,https://legiscan.com/WY/bill/SF0133/2023,3/1/2023,,"Lane Allred, Abby Angelos, Ryan Berger, Barry Crago, Jeremy Haroldson, Steve Harshman, Bill Henderson, Mark Jennings, Pepper Ottman, Rachel Rodriguez-Williams, Albert Sommers, Clarence Styvar, Lynn Hutchings, John Kolb, Wendy Schuler, Dan Dockstader, Tim French, Bo Biteman, Troy McKeown, Tim Salazar, Martha Lawley, Cheri Steinmetz",Sports,"Bill Landen, Charles Scott, Dan Dockstader, Steve Harshman, Donald Burkhart Jr, Larry Hicks, John Eklund, Eric Barlow, Lynn Hutchings, Lloyd Larsen, Albert Sommers, Tom Walters, David Northrup, Jim Anderson, Dave Kinskey, Dan Laursen, Mark Jennings, Stephan Pappas, Cheri Steinmetz, Fred Baldwin, Brian Boner, Bo Biteman, Tim Salazar, Affie Ellis, Jared Olsen, Tara Nethercott, Anthony Bouchard, Dan Furphy, Landon Brown, Clark Stith, Cyrus Western, Wendy Schuler, John Winter, Sandy Newsome, Clarence Styvar, Art Washut, Chip Neiman, Jeremy Haroldson, Pepper Ottman, Rachel Rodriguez-Williams, Scott Heiner, John Kolb, John Bear, Tim French, Ed Cooper, Troy McKeown, Ember Oakley, Ocean Andrew, Barry Crago, Christopher Knapp, Kevin O'Hearn, Evie Brennan, Ryan Berger, Jon Conrad, Tony Niemiec, Ken Pendergraft, Bill Allemand, Abby Angelos, Ben Hornok, Tony Locke, Sarah Penn, Allen Slagle, Scott Smith, Tomi Strock, Jeanette Ward, Lane Allred, Martha Lawley, Daniel Singh, Tamara Trujillo, Cody Wylie, Robert Ide, Robert Davis, Ken Clouston, Reuben Tarver, Forrest Chadwick, J.T. Larson, Stacy Jones, Dalton Banks","Cale Case, Dan Zwonitzer, Bob Nicholas, Chris Rothfuss, David Zwonitzer, Bill Henderson, Mike Gierau, Jerry Obermueller, Mike Yin, Karlee Provenza, Trey Sherwood, Ken Chestek, Liz Storer"
AL HB1,Failed,Failed,,Alabama,https://legiscan.com/AL/bill/HB1/2021,5/17/2021,,"Chip Brown, Arnold Mooney, Phillip Pettus",Health Care,,
AL HB111,Failed,Senate Floor,"This bill is an attempt to codify the definitions of ""male"" and ""female"" in the state's general statutes, with potential implications for all currently active state laws. It states that a person's sex is determined by their reproductive role and that sex is determined at birth and cannot be changed. The bill defines a woman as someone with the reproductive organs to produce an egg and a man as someone with the reproductive organs to produce sperm. It further encourages the use of these definitions in matters of ""biology, privacy, safety, or fairness"". If any given section of this bill is found to be illegal, the rest of the bill remains in effect. This bill goes into effect immediately upon signing.",Alabama,https://legiscan.com/AL/bill/HB111/2024,4/23/2024,,Susan DuBose,Trans Erasure,"Steve Hurst, Mary Moore, Alan Baker, Randy Wood, Steve Clouse, Allen Treadaway, Terri Collins, Paul Lee, Juandalynn Givan, Jim Carns, David Standridge, Mack Butler, Randall Shedd, Margie Wilcox, Corey Harbison, Phillip Pettus, Ritchie Whorton, David Faulkner, Danny Garrett, Jim Hill, Reed Ingram, Nathaniel Ledbetter, Chris Sells, Chris Pringle, Bob Fincher, Tim Wadsworth, Arnold Mooney, Chris Blackshear, Danny Crawford, Corley Ellis, Joe Lovvorn, Rex Reynolds, B. Craig Lipscomb, Scott Stadthagen, Shane Stringer, Chip Brown, Tracy Estes, Matt Simpson, Brett Easterbrook, Jamie Kiel, Rhett Marques, Edward Oliver, Ginny Shaver, Jeff Sorrells, Andy Whitt, Debbie Wood, Ivan Smith, Russell Bedsole, Ben Robbins, Kenneth Paschal, Cynthia Almond, Ron Bolton, Brock Colvin, Mark Gidley, Ben Harrison, Leigh Hulsey, Mike Kirkland, Bill Lamb, Marcus Paramore, Rick Rehm, Chad Robertson, Mike Shaw, Jerry Starnes, Troy Stubbs, Kerry Underwood, Matt Woods, Ernie Yarbrough, Susan DuBose, Jennifer Fidler, Donna Givens, Matthew Hammett, Frances Holk-Jones, James Lomax, Phillip Rigsby, Patrick Sellers, Mark Shirey","Laura Hall, A.J. McCampbell, Barbara Boyd, Pebblin Warren, Chris England, Thomas Jackson, Napoleon Bracy, Berry Forte, Adline Clarke, Barbara Drummond, Kelvin Lawrence, Anthony Daniels, Rolanda Hollis, Jeremy Gray, Sam Jones, Parker Moore, TaShina Morris, Neil Rafferty, Patrice McClammy, Phillip Ensler, Ontario Tillman, Curtis Travis"
AL HB130,Failed,Senate Floor,"This bill prohibits a public schools from teaching or discussing gender and sexual orientation from K-12, without any exceptions.",Alabama,https://legiscan.com/AL/bill/HB130/2024,5/2/2024,,Mack Butler,Educational Censorship,"Steve Hurst, Mary Moore, Alan Baker, Randy Wood, Steve Clouse, Allen Treadaway, Terri Collins, Paul Lee, Jim Carns, David Standridge, Mack Butler, Randall Shedd, Margie Wilcox, Corey Harbison, Phillip Pettus, Ritchie Whorton, David Faulkner, Danny Garrett, Jim Hill, Reed Ingram, Nathaniel Ledbetter, Chris Sells, Chris Pringle, Bob Fincher, Tim Wadsworth, Arnold Mooney, Chris Blackshear, Danny Crawford, Corley Ellis, Joe Lovvorn, Rex Reynolds, B. Craig Lipscomb, Scott Stadthagen, Shane Stringer, Chip Brown, Tracy Estes, Matt Simpson, Jamie Kiel, Rhett Marques, Edward Oliver, Ginny Shaver, Jeff Sorrells, Andy Whitt, Debbie Wood, Ivan Smith, Russell Bedsole, Ben Robbins, Kenneth Paschal, Cynthia Almond, Ron Bolton, Brock Colvin, Mark Gidley, Ben Harrison, Leigh Hulsey, Mike Kirkland, Bill Lamb, Marcus Paramore, Rick Rehm, Chad Robertson, Mike Shaw, Jerry Starnes, Troy Stubbs, Kerry Underwood, Matt Woods, Ernie Yarbrough, Susan DuBose, Jennifer Fidler, Donna Givens, Matthew Hammett, Frances Holk-Jones, James Lomax, Phillip Rigsby, Mark Shirey","Laura Hall, A.J. McCampbell, Barbara Boyd, Pebblin Warren, Chris England, Thomas Jackson, Napoleon Bracy, Berry Forte, Juandalynn Givan, Adline Clarke, Barbara Drummond, Kelvin Lawrence, Anthony Daniels, Rolanda Hollis, Prince Chestnut, Jeremy Gray, Sam Jones, Neil Rafferty, Patrice McClammy, Phillip Ensler, Ontario Tillman, Patrick Sellers, Curtis Travis"
AL HB150,Failed,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no one shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations to this medical care ban are considered Class C felonies. Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any section of this bill is declared invalid, the others are to remain valid.",Alabama,https://legiscan.com/AL/bill/HB150/2022,1/18/2022,,,Health Care,,
AL HB167,Failed,Senate Floor,"This bills would require manufacturers of devices that can access the internet and are activated within the state to build in an automatic filter. This filter would allow parents to prevent their children from access material considered ""harmful to minors"". The definition for this term to broad but would apply to anything considered ""sexually explicit"" or of ""prurient interest"". This can and has historically been applied to queer media, especially trans and gender non-conforming media. Manufacturers who violate this can be sued by the attorney general as well as parents/guardians. Additionally it would make it a illegal to provide a minor with a code to bypass this filter, punishable with civil and criminal charges. ",Alabama,https://legiscan.com/AL/bill/HB167/2024,5/7/2024,,Chris Sells,Digital Censorship,"Laura Hall, A.J. McCampbell, Barbara Boyd, Pebblin Warren, Chris England, Thomas Jackson, Steve Hurst, Mary Moore, Alan Baker, Randy Wood, Steve Clouse, Allen Treadaway, Terri Collins, Paul Lee, Napoleon Bracy, Berry Forte, Juandalynn Givan, Jim Carns, David Standridge, Mack Butler, Randall Shedd, Margie Wilcox, Corey Harbison, Phillip Pettus, Ritchie Whorton, David Faulkner, Danny Garrett, Reed Ingram, Nathaniel Ledbetter, Chris Sells, Chris Pringle, Bob Fincher, Barbara Drummond, Kelvin Lawrence, Tim Wadsworth, Arnold Mooney, Anthony Daniels, Chris Blackshear, Danny Crawford, Joe Lovvorn, Rolanda Hollis, Prince Chestnut, Rex Reynolds, B. Craig Lipscomb, Scott Stadthagen, Shane Stringer, Chip Brown, Tracy Estes, Matt Simpson, Brett Easterbrook, Jeremy Gray, Sam Jones, Jamie Kiel, Rhett Marques, Parker Moore, TaShina Morris, Edward Oliver, Ginny Shaver, Jeff Sorrells, Andy Whitt, Debbie Wood, Neil Rafferty, Ivan Smith, Russell Bedsole, Ben Robbins, Kenyatte Hassell, Kenneth Paschal, Cynthia Almond, Patrice McClammy, Ron Bolton, Brock Colvin, Mark Gidley, Ben Harrison, Leigh Hulsey, Mike Kirkland, Bill Lamb, Marcus Paramore, Rick Rehm, Chad Robertson, Mike Shaw, Jerry Starnes, Troy Stubbs, Ontario Tillman, Kerry Underwood, Matt Woods, Ernie Yarbrough, Susan DuBose, Jennifer Fidler, Donna Givens, Matthew Hammett, Frances Holk-Jones, James Lomax, Phillip Rigsby, Patrick Sellers, Mark Shirey, Curtis Travis",
AL HB170,Failed,Senate Floor,"This bill defines female genital mutilation (FGM) as any procedure that causes harm to the female genitalia and that is done on a person under the age of 19. The only exceptions are for procedures that a licensed physician deems necessary for the person’s health or that are related to labor or birth. The bill further states that no person under 19 can give meaningful consent to FGM and it establishes FGM as a Class B felony to commit, or to allow, authorize, or direct another person to commit.",Alabama,https://legiscan.com/AL/bill/HB170/2022,3/17/2022,,,Health Care,"Laura Hall, A.J. McCampbell, Barbara Boyd, Pebblin Warren, Chris England, Thomas Jackson, Steve Hurst, Mary Moore, Merika Coleman, Alan Baker, Randy Wood, Steve Clouse, Allen Treadaway, John Rogers, Terri Collins, Paul Lee, Napoleon Bracy, Berry Forte, Juandalynn Givan, Jim Carns, David Standridge, Randall Shedd, Adline Clarke, Margie Wilcox, Corey Harbison, Phillip Pettus, Ritchie Whorton, David Faulkner, Danny Garrett, James Hanes, Jim Hill, Reed Ingram, Nathaniel Ledbetter, Chris Sells, Chris Pringle, Bob Fincher, Barbara Drummond, Kelvin Lawrence, Tim Wadsworth, Arnold Mooney, Anthony Daniels, Chris Blackshear, Danny Crawford, Corley Ellis, Joe Lovvorn, Rolanda Hollis, Prince Chestnut, Rex Reynolds, Wes Kitchens, B. Craig Lipscomb, Scott Stadthagen, Shane Stringer, Chip Brown, Tracy Estes, Matt Simpson, Andrew Sorrell, Brett Easterbrook, Jeremy Gray, Gil Isbell, Sam Jones, Jamie Kiel, Rhett Marques, Parker Moore, TaShina Morris, Edward Oliver, Proncey Robertson, Ginny Shaver, Jeff Sorrells, Rodney Sullivan, Andy Whitt, Debbie Wood, Neil Rafferty, Charlotte Meadows, Ivan Smith, Russell Bedsole, Ben Robbins, Kenyatte Hassell, Kenneth Paschal, Cynthia Almond, Patrice McClammy, Kyle South",
AL HB246,Failed,House Floor,"This bill prohibits public school employees or students from using pronouns or names for students that differ from the student's ""sex"" unless the school receives written permission from the student's parent. ""Sex"" is defined by reproductive role. This bill provides a civil cause of action against the school for individuals harmed by violations of this act with a two year statute of limitations.   This bill goes into effect October 1, 2025.",Alabama,https://legiscan.com/AL/bill/HB246/2025,5/6/2025,,Scott Stadthagen,Student Suppression,,
AL HB266,Failed,House Floor,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no person shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered Class C felonies. Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Alabama,https://legiscan.com/AL/bill/HB266/2022,4/7/2022,,,Health Care,,
AL HB354,Failed,House Committee,"This bill establishes a “parents’ bill of rights” that guarantees parents the right to direct and make decisions regarding their child’s education and healthcare. Parents must have access to all educational and health records maintained by the school that pertain to their child. Parents shall be notified if changes in a child's mental, emotional or physical health are recorded, and local policies cannot be set in place to prevent this. A parent can also opt their child out of any specific health services offered by the school, such as mental health services. Health surveys and questionnaires cannot be administered to the child without parental consent. From kindergarten through eighth grade, classroom instruction on sexual orientation and gender identity are prohibited, and instruction on these topics for 9th-12th graders must be considered ""age appropriate"" in accordance with state standards.",Alabama,https://legiscan.com/AL/bill/HB354/2023,4/20/2023,,Mack Butler,"Educational Censorship,Student Suppression",,
AL HB385,Failed,Senate Floor,"This bill states that the distribution of materials that are ""obscene or harmful to minors"" are a public nuisance and gives the attorney general and local government the power to take legal action against it. The language of this includes ""adult entertainment"" in commercial establishments and may be used to discriminate against drag performers.",Alabama,https://legiscan.com/AL/bill/HB385/2024,5/2/2024,,Arnold Mooney,"Book Ban,Other,Educational Censorship","Steve Hurst, Mary Moore, Alan Baker, Randy Wood, Steve Clouse, Allen Treadaway, Terri Collins, Paul Lee, Jim Carns, David Standridge, Mack Butler, Randall Shedd, Margie Wilcox, Corey Harbison, Phillip Pettus, Ritchie Whorton, David Faulkner, Danny Garrett, Jim Hill, Reed Ingram, Nathaniel Ledbetter, Chris Sells, Chris Pringle, Bob Fincher, Tim Wadsworth, Chris Blackshear, Danny Crawford, Corley Ellis, Joe Lovvorn, Rex Reynolds, B. Craig Lipscomb, Scott Stadthagen, Shane Stringer, Chip Brown, Tracy Estes, Matt Simpson, Jamie Kiel, Rhett Marques, Edward Oliver, Ginny Shaver, Jeff Sorrells, Andy Whitt, Debbie Wood, Ivan Smith, Russell Bedsole, Ben Robbins, Kenneth Paschal, Cynthia Almond, Brock Colvin, Mark Gidley, Ben Harrison, Leigh Hulsey, Mike Kirkland, Bill Lamb, Marcus Paramore, Rick Rehm, Chad Robertson, Mike Shaw, Jerry Starnes, Troy Stubbs, Kerry Underwood, Matt Woods, Ernie Yarbrough, Susan DuBose, Jennifer Fidler, Donna Givens, Matthew Hammett, Frances Holk-Jones, James Lomax, Phillip Rigsby, Mark Shirey","Laura Hall, A.J. McCampbell, Barbara Boyd, Pebblin Warren, Chris England, Thomas Jackson, Napoleon Bracy, Berry Forte, Juandalynn Givan, Adline Clarke, Barbara Drummond, Kelvin Lawrence, Anthony Daniels, Rolanda Hollis, Prince Chestnut, Jeremy Gray, Sam Jones, Parker Moore, TaShina Morris, Neil Rafferty, Kenyatte Hassell, Patrice McClammy, Phillip Ensler, Ontario Tillman, Patrick Sellers, Curtis Travis"
AL HB401,Failed,House Committee,"This bill categorizes any drag performance as ""sexual conduct"" and bans drag performances in K-12 schools, public libraries and any other public places with minors present. In this bill, drag performers are defined as ""male or female impersonators"". ",Alabama,https://legiscan.com/AL/bill/HB401/2023,4/27/2023,,Arnold Mooney,Drag,,
AL HB405,Failed,House Floor,"This bill, called the ""What is a Woman Act"", codifies the definition of ""woman"" as someone whose reproductive system is designed to produce eggs, and codifies the definition of ""man"" to mean a person whose reproductive system is designed to fertilize those eggs. Furthermore, a mother is a female parent as defined by their reproductive system and a father is a male parent as defined by their reproductive system. Individuals with a ""verifiable disorder or difference in sex development"" shall receive accommodation and protection under the federal Americans with Disabilities Act. For any vital statistics collections such as those performed by government agencies and schools, every individual shall be recorded as either male or female at birth.",Alabama,https://legiscan.com/AL/bill/HB405/2023,6/1/2023,,Susan DuBose,Trans Erasure,,
AL HB425,Failed,House Committee,"This bill prohibits school and public libraries from supplying  minors with material containing “sexual content,” or purchasing or accepting donated materials containing “sexual content” that is recommended for minors. “Sexual content” refers to any material, including physical, digital, or audio material, that includes content regarding sexual conduct, sexuality, or “gender ideology” and lacks literary, artistic, political, or scientific interest to minors. This could be used to apply to queer and trans content. “Gender ideology” refers to acknowledgement of genders outside of just “male and female,” and the idea of gender as a “social construct.” The bill also prohibits any entity that is appropriated state funds to be affiliated with the American Library Association. violations of this law make the entity liable for compensatory and punitive damages, injunctive relief, and court costs + attorney's fees. If any given section of this bill is found to be illegal, the rest of the bill remains in effect. This act shall become effect on Oct. 1, 2024.",Alabama,https://legiscan.com/AL/bill/HB425/2024,4/4/2024,,Ernie Yarbrough,"Book Ban,Educational Censorship",,
AL SB4,Failed,Senate Floor,"This bill provides that the Freedom Flag in honor of the victims of the 9/11 attacks may be displayed on public property, and otherwise limits the flags that may be displayed on public property to a small list of approved flags, including those of the United States and individual states, the Boy Scouts and Girl Scouts, the American Red Cross, and a few others. Additional flags may be displayed only if approved by the entity controlling the property. An individual who hoists or displays an unapproved flag will be guilty of a Class C misdemeanor. The law does not apply to roads, streets, highways, stadiums, arenas, or athletic facilities.",Alabama,https://legiscan.com/AL/bill/SB4/2024,3/6/2024,,Gerald Allen,Other,,
AL SB5,Failed,Senate Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that person shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations of this ban are considered Class C felonies. Furthermore, school employees must inform the legal guardian if they notice a minor displaying any gender nonconformity and are not allowed to encourage a minor to keep information about their gender identity hidden from their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Alabama,https://legiscan.com/AL/bill/SB5/2022,1/11/2022,,Shay Shelnutt,Health Care,,
AL SB10,Failed,Failed,,Alabama,https://legiscan.com/AL/bill/SB10/2021,5/17/2021,,Shay Shelnutt,Health Care,"Gerald Allen, J.T. Waggoner, Arthur Orr, Greg Reed, Clay Scofield, Donnie Chesteen, David Sessions, Gregory Albritton, Clyde Chambliss, Steve Livingston, Shay Shelnutt, Timothy Melson, Larry Stutts, Chris Elliott, Randy Price, Andrew Jones, Daniel Roberts, Will Barfoot, Sam Givhan, Garlan Gudger","Billy Beasley, Rodger Smitherman, Bobby Singleton, Vivian Figures"
AL SB92,Failed,Crossed over,"This bill is an attempt to codify the definitions of ""sex"" and other gendered terms along with other terms in the state's general statutes. It states that a person's sex is determined by their reproductive role and that sex is determined at birth and cannot be changed. Males have the capacity to produce sperm or could theoretically have had such a capacity. Females can or theoretically could produce ova. It is explicit that people with intersex traits should be ""accommodated consistent with state and federal law"" and assigned one of the two ""sex"" categories, and that sex is not the same as gender identity. The bill also specifies that the state and its political subdivisions can establish separate single-sex spaces for ""males"" and ""females."" Furthermore, any entity that collects vital statistics related to sex must identify each individual in the data set as male or female. If any given section of this bill is found to be illegal, the rest of the bill remains in effect. This act shall become effective October 1, 2024.",Alabama,https://legiscan.com/AL/bill/SB92/2024,5/7/2024,,April Weaver,"Trans Erasure,Bathrooms",,
AL SB211,Failed,Senate Committee,"This bill expands upon a previous sports ban, it directs universities to classify all interscholastic competitive sports teams as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans students whose ""biological sex"" is male from participating in sports teams designated for females, women, or girls. According to this bill, “biological sex” is not defined in any way. Students can sue the educational institution with claims they were harmed or lost some athletic opportunity as a result of a violation of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Alabama,https://legiscan.com/AL/bill/SB211/2023,4/18/2023,,April Weaver,Sports,,
AK HB27,Failed,House Committee,"This bill directs public schools or private schools that compete against public schools to classify all interscholastic competitive sports teams as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans students whose ""biological sex"" is male from participating in sports teams designated for females, women, or girls. Students can sue the educational institution with claims they were harmed or lost some athletic opportunity as a result of a violation of this bill.",Alaska,https://legiscan.com/AK/bill/HB27/2023,4/19/2023,,"Tom McKay, Frank Tomaszewski",Sports,,
AK HB105,Failed,House Committee,"This bill broadens parental access to school records and educational programming, particularly around issues of gender. The bill requires local school boards to create policies to promote the involvement of parents in schools, including requiring notification to (and permission from) a student's parent at least two weeks before any programming involving ""gender identity, human reproduction, or sexual matters."" The bill requires written permission from a parent before a student can be referred to by a different pronoun or name than is on school records. In addition, schools may not withhold information from a parent or guardian as to ""a child's physical, medical, or mental health"" when the parent or guardian requests access to school records. Finally, the bill requires ""the separation of students by biological sex"" in student locker rooms and bathrooms.",Alaska,https://legiscan.com/AK/bill/HB105/2023,5/6/2024,,,"Bathrooms,Educational Censorship,Student Suppression",,
